Content,Date,Heading,_id
"
                            
                            Close-Up International is a content and service company for the pharmaceutical industry.
Present in more than 20 countries, our company is focused on the development and commercialization of audits and reports of the prescriptions and sales markets....                        ","

                                Updated: 27 Nov, 2022,   07:34 UTC
                            
","
                                    close-upinternational.com.uy                                ",63a59479d6a9bedb949155c7
"
                            
                            Fox Valley Special Recreation Association (FVSRA) was formed in 1976 and is an extension of the Batavia, 
Fox Valley, Geneva, Oswegoland, St. Charles, Sugar Grove Park Districts, and South Elgin Parks & Recreation Department to 
provide a diverse r...                        ","

                                Updated: 26 Nov, 2022,   11:15 UTC
                            
","
                                    fvsra.org                                ",63a59479d6a9bedb949155c8
"
                            
                            For you, traveling is more than just booking a flight and taking a few photos of cool spots? Then you are exactly right here! At STA Travel, we love nothing more than getting to know a new country, its culture or a language in all its beauty and disc...                        ","

                                Updated: 25 Nov, 2022,   23:12 UTC
                            
","
                                    statravel.de                                ",63a59479d6a9bedb949155c9
"
                            
                            UIDE - Universidad Internacional del Ecuador is the leading international university in Ecuador.                        ","

                                Updated: 25 Nov, 2022,   23:11 UTC
                            
","
                                    uide.edu.ec                                ",63a59479d6a9bedb949155ca
"
                            
                            For more than 25 years, Drapery Concepts Inc. has been creating custom drapery and window treatments in our own workroom.                        ","

                                Updated: 25 Nov, 2022,   22:59 UTC
                            
","
                                    draperyconceptsny.com                                ",63a59479d6a9bedb949155cb
"
                            
                            GAV Resorts is a company specializing in high-end resorts.                        ","

                                Updated: 25 Nov, 2022,   22:56 UTC
                            
","
                                    gavresorts.com.br                                ",63a59479d6a9bedb949155cc
"
                            
                            As a clothing manufacturer for over 30 years, SCI has witnessed the development of the garment industry in Taiwan. We are fully aware that talent is the key to a company's sustainable development. Talent development takes time and effort, and SCI put...                        ","

                                Updated: 25 Nov, 2022,   22:30 UTC
                            
","
                                    sportscity.com.tw                                ",63a59479d6a9bedb949155cd
"
                            
                            Gorizia is an Italian town and the capital of the Province of Gorizia in its inhabitants are called the Goriziani.
The municipality covers 41.1 km² and has 34 336 inhabitants since the last population census. The population density is 835.2 inhabita...                        ","

                                Updated: 25 Nov, 2022,   21:53 UTC
                            
","
                                    www3.comune.gorizia.it                                ",63a59479d6a9bedb949155ce
"
                            
                            Yun Mao Ecological technology. Design Co., Ltd was approved in 2015 and has been in the construction industry ever since. Cooperate with many big companies in China.

Scans of documents, certificates, accounting, drawings, photos/ videos of working...                        ","

                                Updated: 25 Nov, 2022,   21:34 UTC
                            
","
                                    Yong Mao Environmental Tech. Co.,Ltd                                ",63a5947ad6a9bedb949155cf
"
                            
                            More than 50 years ago, Green Stamp started Japan's first trading stamp business as a new sales promotion method for retail stores. With the changing times, it has expanded and grown into a point service business that supports the creation of fans fo...                        ","

                                Updated: 25 Nov, 2022,   21:17 UTC
                            
","
                                    greenstamp.co.jp                                ",63a5947ad6a9bedb949155d0
"
                            
                            Helping enterprises integrate cloud technology, digital transformation, and improve enterprise per capita productivity through intelligent automation. Metaverse Generation ""Best IT Intelligence Partner""                        ","

                                Updated: 25 Nov, 2022,   21:09 UTC
                            
","
                                    metaage.com.tw                                ",63a5947ad6a9bedb949155d1
"
                            
                            Rottley Tile has more than 35 years of experience and professional service team, all kinds of tile questions are happy to answer for you, your inquiries are our honor.                        ","

                                Updated: 25 Nov, 2022,   21:09 UTC
                            
","
                                    pdh.com.tw                                ",63a5947ad6a9bedb949155d2
"
                            
                            315GB of data was stolen: financial documentation, passports, confidential data and much more.

Tiffin Metal Products is a provider of custom solutions for material handling and storage facilities. Products manufactured by Tiffin Metal Products are...                        ","

                                Updated: 25 Nov, 2022,   20:54 UTC
                            
","
                                    tiffinmetal.com                                ",63a5947ad6a9bedb949155d3
"
                            
                            OKI Brasil is the banking automation, business automation, and IT services company of the Japanese OKI group in Latin America and Europe.
WE HAVE 40 GB CONFIDENTIAL DATA                        ","

                                Updated: 25 Nov, 2022,   20:51 UTC
                            
","
                                    okibrasil.com                                ",63a5947ad6a9bedb949155d4
"
                            
                            TOKAI Solid Tires & Tracks are made by Mouldmate Company Limited in Saraburi Thailand, using natural Thai rubber and decades of homegrown Design, R&D, Compounding, Testing, QA & Production expertise. We don't make me-too tires from a me-too compound...                        ","

                                Updated: 25 Nov, 2022,   20:00 UTC
                            
","
                                    tokaisolidtire.com                                ",63a5947ad6a9bedb949155d5
"
                            
                            1223 GB.
finance, plans for the future, legal information, accounting, marketing, insurance and much more.
https://anonfiles.com/5eZ8J86ey6/tree_txt                        ","

                                Updated: 25 Nov, 2022,   18:55 UTC
                            
","
                                    eneva.com.br                                ",63a5947ad6a9bedb949155d6
"
                            
                            Pinnick Lewis was established in London’s West End in 1950 and has been located in North West London since 1972. Over the years we have developed a varied and loyal client base – spanning in some cases multi-generation.                        ","

                                Updated: 25 Nov, 2022,   18:38 UTC
                            
","
                                    pinnick.co.uk                                ",63a5947ad6a9bedb949155d7
"
                            
                            Divultec's offering is focused on Systems Integration, offering solutions for backup, communications, security, server and storage infrastructures, virtualization, network infrastructures, printing and software licensing                        ","

                                Updated: 25 Nov, 2022,   18:24 UTC
                            
","
                                    divultec.pt                                ",63a5947ad6a9bedb949155d8
"
                            
                            Your Private Italy it THE luxary travel, destionation management specialist to italy. We arrange luxury travel that is custom designed especially for you, the educated traveller, looking to experience Italy in a truly distinctive and authentic manner...                        ","

                                Updated: 25 Nov, 2022,   18:18 UTC
                            
","
                                    yourprivateitaly.com                                ",63a5947ad6a9bedb949155d9
"
                            
                            Galenica (Laboratoires Pharmaceutiques Galenica)
Created in 1978,Pharmaceutical Laboratories GALENICA are specialized in the development, manufacture, promotion and sale of generic drugs for the Moroccan market as well as foreign marchées.
By offer...                        ","

                                Updated: 25 Nov, 2022,   18:12 UTC
                            
","
                                    galenica.ma                                ",63a5947ad6a9bedb949155da
"
                            
                            Tamash company specializes in the development, production and sale of electric cabinets and various metal products.                        ","

                                Updated: 25 Nov, 2022,   07:24 UTC
                            
","
                                    tamhash.co.il                                ",63a5947ad6a9bedb949155db
"
                            
                            We make investments that make a difference. Our goal is to invest in ways that truly improve the lives of individuals and communities. We’re helping create better lives for people throughout Africa—one investment at a time. We make an impact by makin...                        ","

                                Updated: 25 Nov, 2022,   06:41 UTC
                            
","
                                    everstrong.com                                ",63a5947ad6a9bedb949155dc
"
                            
                            Comisión Nacional de Acreditación                        ","

                                Updated: 25 Nov, 2022,   06:29 UTC
                            
","
                                    cnachile.cl                                ",63a5947ad6a9bedb949155dd
"
                            
                            Drzwi wewnętrzne - Producent Centurion-R
Wysoka jakość drzwi i bogata linia wzornicza. Nowoczesne produktu i solidne wykonanie. Posiadamy w ofercie drzwi wewnętrzne, drzwi akustyczne                        ","

                                Updated: 25 Nov, 2022,   06:24 UTC
                            
","
                                    centurion.com.pl                                ",63a5947ad6a9bedb949155de
"
                            
                            Founded by the Christopoulos family in 1999, Ares Foods started out in a small butcher shop on Bernard Avenue in the Mile-End. From its humble beginning, the company grew quickly and, in 2002, moved to its current warehouse on Alexandra Street to acc...                        ","

                                Updated: 25 Nov, 2022,   06:23 UTC
                            
","
                                    aresfoods.ca                                ",63a5947ad6a9bedb949155df
"
                            
                            130 gb of all legal documents of this agency. Mr. Rodriguez - let's make a deal.                        ","

                                Updated: 25 Nov, 2022,   06:19 UTC
                            
","
                                    aralaw.cr                                ",63a5947ad6a9bedb949155e0
"
                            
                            We value every member of the Columbia Grain team who demonstrate daily our core values of innovation, reliability, respect, and have the dedication to work hard to cultivate growth for our farmers, our supply chain management and for their own self-e...                        ","

                                Updated: 25 Nov, 2022,   06:17 UTC
                            
","
                                    columbiagrain.com                                ",63a5947ad6a9bedb949155e1
"
                            
                            Villa Juris Advocaten
15 GB data
villajuris.be/privacy-verklaring                        ","

                                Updated: 25 Nov, 2022,   05:58 UTC
                            
","
                                    villajuris.be                                ",63a5947bd6a9bedb949155e2
"
                            
                            H D Hopwood and Co
www.hdhopwood.com

3 Carifta Ave
Box 165
Kingston
Kingston 11
Jamaica

+876 923 8481

H.D. Hopwood & Company Limited is a leading distribution company in Jamaica, having been in existence for over 80 years representing p...                        ","

                                Updated: 24 Nov, 2022,   23:04 UTC
                            
","
                                    hdhopwood.com                                ",63a5947bd6a9bedb949155e3
"
                            
                            Stolen 178GB: passports, scans, financial statements, contracts, documents and more


Shopper360 Limited is a Malaysia-based provider of shopper marketing services to the retail, consumer goods and in-store advertising industries. The company offe...                        ","

                                Updated: 24 Nov, 2022,   23:03 UTC
                            
","
                                    shopper360.com.my                                ",63a5947bd6a9bedb949155e4
"
                            
                            heronconstruction.co.nz
Heron Construction is a family owned and operated marine construction company that specialises in using backhoe dredgers for marine dredging. Established in 1964, our team has been providing construction companies with a qual...                        ","

                                Updated: 24 Nov, 2022,   22:53 UTC
                            
","
                                    heronconstruction.co.nz                                ",63a5947bd6a9bedb949155e5
"
                            
                            rpca.com.au                        ","

                                Updated: 24 Nov, 2022,   12:29 UTC
                            
","
                                    mtrx.com                                ",63a5947bd6a9bedb949155e6
"
                            
                            Matrix Networks provides IP communication and information technology solutions in the areas of voice, wireless internet, video collaboration, and cloud.                        ","

                                Updated: 24 Nov, 2022,   12:27 UTC
                            
","
                                    mtrx.com                                ",63a5947bd6a9bedb949155e7
"
                            
                            THOR GUARD began manufacturing Lightning Prediction Systems in 1973. Over the last 50 years, we have studied thousands of hours of Lightning Strike Data over the millions of hours of our systems operations - all for the purpose of continually improvi...                        ","

                                Updated: 24 Nov, 2022,   07:59 UTC
                            
","
                                    thorguard.com                                ",63a5947bd6a9bedb949155e8
"
                            
                            Your Packaging Partner
As Florida's largest privately owned distributor of corrugated
products and packaging supplies, our committment to our
customers is the cornerstone of our business                        ","

                                Updated: 24 Nov, 2022,   07:59 UTC
                            
","
                                    buydps.com                                ",63a5947bd6a9bedb949155e9
"
                            
                            Since 2008, Cedemo has established itself as a leading entertainment database service agency specializing in video games, toys and DVD/BluRay.                        ","

                                Updated: 24 Nov, 2022,   07:06 UTC
                            
","
                                    cedemo.com                                ",63a5947bd6a9bedb949155ea
"
                            
                            stileslawyers.com                        ","

                                Updated: 24 Nov, 2022,   04:22 UTC
                            
","
                                    mtrx.com                                ",63a5947bd6a9bedb949155eb
"
                            
                            nationaltrust.com                        ","

                                Updated: 24 Nov, 2022,   04:21 UTC
                            
","
                                    mtrx.com                                ",63a5947bd6a9bedb949155ec
"
                            
                            clarkekann.com.au                        ","

                                Updated: 24 Nov, 2022,   04:14 UTC
                            
","
                                    mtrx.com                                ",63a5947bd6a9bedb949155ed
"
                            
                            Allied builds the highest quality desks and tables for education and business users, Top quality, made in the USA, classroom, medical office, retail                        ","

                                Updated: 24 Nov, 2022,   03:48 UTC
                            
","
                                    alliedusa.com                                ",63a5947bd6a9bedb949155ee
"
                            
                            Scott Industrial Systems is a full line fluid power distributor of hydraulics, pneumatics, and electronic control systems. 
Over the years, Scott has represented the most reputable fluid power manufacturers in the industry and stocking inventory to...                        ","

                                Updated: 23 Nov, 2022,   08:17 UTC
                            
","
                                    scottindustrialsystems.com                                ",63a5947bd6a9bedb949155ef
"
                            
                            Richard Wolf GmbH is a company that operates in the Medical Devices industry. It employs 1,001-2,000 people and has $250M-$500M of revenue.                        ","

                                Updated: 21 Nov, 2022,   17:38 UTC
                            
","
                                    richard-wolf.com                                ",63a5947bd6a9bedb949155f0
"
                            
                            he Net Group is specialized in express courier deliveries, first to last mile domestic and international e-commerce solutions, freight-forwarding, warehousing and other logistics services, covering the entire supply chain across various industries in...                        ","

                                Updated: 21 Nov, 2022,   17:30 UTC
                            
","
                                    thenet.group                                ",63a5947bd6a9bedb949155f1
"
                            
                            STHC’s mission is to develop and deliver advanced, competitive research based technologies. We are committed to supporting the sustainability efforts of Sinopec’s oil and gas resources, including the implementation of a green, low-carbon strategy and...                        ","

                                Updated: 20 Nov, 2022,   18:27 UTC
                            
","
                                    sinopecthc.com                                ",63a5947bd6a9bedb949155f2
"
                            
                            Condor Group, the rapidly growing builder with global expertise and local presence combines a 40 year legacy of trust and quality in every project. With more than 350 successfully completed projects across 4 nations-the UAE, India, Qatar, Saudi Arabi...                        ","

                                Updated: 19 Nov, 2022,   01:43 UTC
                            
","
                                    thecondorgroup.com                                ",63a5947bd6a9bedb949155f3
"
                            
                            Melorita Healthcare is a leading healthcare recruitment agency in Malaysia with over 40 years' experience in providing healthcare professionals                        ","

                                Updated: 19 Nov, 2022,   01:42 UTC
                            
","
                                    melorita.com                                ",63a5947bd6a9bedb949155f4
"
                            
                            We've been in love with hair for over 28 years. Much more than beauty, we provide well-being and special moments. Our world is beautiful and full of poetry. Pure art, ready to be admired, inspiring all of us. We find enchantment in a small valuable m...                        ","

                                Updated: 15 Nov, 2022,   11:27 UTC
                            
","
                                    amend.com.br                                ",63a5947cd6a9bedb949155f5
"
                            
                            zagiel.pl Company group

akademos.pl 
We promote physical activity through pro-health fitness classes, sports training in the hall and the climbing wall at the Akademos Sports Center.
We also have a sauna complex that allows you to regenerate and...                        ","

                                Updated: 15 Nov, 2022,   11:20 UTC
                            
","
                                    zagiel.pl                                ",63a5947cd6a9bedb949155f6
"
                            
                            ITIS Technology was founded in 2001 with the sole purpose of providing Technology Excellence to small and medium sized businesses. With over a decade of successful engagements, we are industry leaders who provide proven strategic technology solutions...                        ","

                                Updated: 15 Nov, 2022,   11:13 UTC
                            
","
                                    itis-technology.com                                ",63a5947cd6a9bedb949155f7
"
                            
                            Rockworth Systems Furniture (india) Private Limited is a Private incorporated on 20 March 2008. It is classified as Non-govt company and is registered at Registrar of Companies, Vijayawada. Its authorized share capital is Rs. 450,000,000 and its paid...                        ","

                                Updated: 13 Nov, 2022,   00:49 UTC
                            
","
                                    rockworthindia.com                                ",63a5947cd6a9bedb949155f8
"
                            
                            Thales is a global high-tech leader with more than 81,000 employees on every continent. The Group invests in digital and deep tech innovations - big data, artificial intelligence, connectivity, cybersecurity and quantum - to build a future of trust,...                        ","

                                Updated: 10 Nov, 2022,   15:21 UTC
                            
","
                                    thalesgroup.com                                ",63a5947cd6a9bedb949155f9
"
                            
                            At Southampton, we put our passion for helping first. We know we’ve done our job, when you don't notice the IT behind your job.

 

It’s comforting when things just work.                        ","

                                Updated: 09 Nov, 2022,   17:06 UTC
                            
","
                                    shmcomputers.screenconnect.com                                ",63a5947cd6a9bedb949155fa
"
                            
                            Zuri Furniture has assembled an imaginative collection targeting style-conscious buyers. Blending contemporary styles, modern lines and comfortable appeal, we have fashioned one of the largest and most unique selections of furniture and décor for the...                        ","

                                Updated: 08 Nov, 2022,   00:49 UTC
                            
","
                                    zurifurniture.com                                ",63a5947cd6a9bedb949155fb
"
                            
                            We hacked this company through the company ""tiffinmetal.com"". We have 312GB of data: financial documentation, passports, confidential data and much more.

Steele Solutions, Inc., is America’s leading designer and manufacturer of steel mezzanines an...                        ","

                                Updated: 08 Nov, 2022,   00:44 UTC
                            
","
                                    steelesolutions.com                                ",63a5947cd6a9bedb949155fc
"
                            
                            Hettich is a manufacturer of laboratory equipment such as centrifuges, concentrators, automation and incubators. Hettich was founded in 1904. Hettich's headquarters is located in Beverly, Massachusetts, USA 01915.                        ","

                                Updated: 04 Nov, 2022,   12:47 UTC
                            
","
                                    hettichbenelux.com                                ",63a5947cd6a9bedb949155fd
"
                            
                            The Hoosier Company, Inc. (“Hoosier”) is a privately held company with over 85 years of construction and highway safety product sales experience. Hoosier’s commitment to providing the highest level of service, safety, and quality has made us one of t...                        ","

                                Updated: 04 Nov, 2022,   01:56 UTC
                            
","
                                    hoosierco.com                                ",63a5947cd6a9bedb949155fe
"
                            
                            We present to your attention tekniplex.be a subsidiary company https://www.tekniplex.com/ We stole about 50 gb of confidential data. Contracts with customers and partners, information about sales and discounts of klenite. Correspondence from mail ser...                        ","

                                Updated: 02 Nov, 2022,   13:22 UTC
                            
","
                                    tekniplex.be                                ",63a5947cd6a9bedb949155ff
"
                            
                            AA Anchor Bolt, Inc. is a family-operated business since 1979, founded with a motto that states, “Impossibilities we do immediately.
We have 13k files and 26gb data                        ","

                                Updated: 31 Oct, 2022,   22:09 UTC
                            
","
                                    aaanchorbolt.com                                ",63a5947cd6a9bedb94915600
"
                            
                            NUDS SECRET WIFE CEO. AXELCIUM is a Consulting Firm specialised in Transaction Advisory Services, Financial Engineering & Regulation in the Infrastructure Industry (PPP/PFI project arrangements): Transport, Environment, Energy and Public Facilities....                        ","

                                Updated: 30 Oct, 2022,   03:01 UTC
                            
","
                                    axelcium.com                                ",63a5947cd6a9bedb94915601
"
                            
                            Emergency call : 1933 ; TEL:0800-765-888/PHONE:886-2-2191-0096; Local service line:886-2-2381-5226 ; Address : No.3, Beiping W. Rd., Jhongjheng District, Taipei City ...                        ","

                                Updated: 30 Oct, 2022,   02:33 UTC
                            
","
                                    railway.gov.tw                                ",63a5947cd6a9bedb94915602
"
                            
                            At Lincare, we take a patient-first approach in offering services and solutions tailored to each individual's specific healthcare needs. It's this mindset and hands-on approach that set us apart from others in the home respiratory care industry.
Rev...                        ","

                                Updated: 30 Oct, 2022,   02:16 UTC
                            
","
                                    lincare.com                                ",63a5947cd6a9bedb94915603
"
                            
                            The days when the lawyer looked down on his client and said the law are over.

Created in 2009, the backbone of the firm is focused on the lawyer/client relationship. Today's lawyer is above all available, fast and astute.

P.L.R Avocat strives t...                        ","

                                Updated: 30 Oct, 2022,   01:41 UTC
                            
","
                                    plravocats.fr                                ",63a5947cd6a9bedb94915604
"
                            
                            Marktel, the Full BPO company that brings people and customers together The contact center that relies on innovation and empathy to bring people and clients together When you care about people, distances are shorter, but services don't change Full BP...                        ","

                                Updated: 30 Oct, 2022,   00:37 UTC
                            
","
                                    marktel.es                                ",63a5947cd6a9bedb94915605
"
                            
                            Saurer TechnoCorder TC2 at Techtextil 2022 28.04.2022 Show all news Secos - Saurer Customer Portal E-shop, infotool and more Explore Secos Locations worldwide We are close to our customers, wherever you may be in the world. With our own branches, com...                        ","

                                Updated: 29 Oct, 2022,   22:29 UTC
                            
","
                                    saurer.com                                ",63a5947cd6a9bedb94915606
"
                            
                            Who they are?!   
Quote: ""As one of the UK's leading automotive retailers, with over 5,000 Associates nationwide, we serve hundreds of thousands of customers online and across our dealerships every year."" 

We will not announce the reason because...                        ","

                                Updated: 24 Oct, 2022,   15:40 UTC
                            
","
                                    pendragonplc.com                                ",63a5947cd6a9bedb94915607
"
                            
                            Customer information, passports, bank accounts, audio calls, personal data                        ","

                                Updated: 21 Oct, 2022,   00:37 UTC
                            
","
                                    bankruptcypa.com                                ",63a5947cd6a9bedb94915608
"
                            
                            group of affected servers Kingfisher UK Holdings Ltd. includes wallboards.co.uk, first.co.uk, kingfisherinsurance.com. The data of the Sirius corporate program was also stolen. Outlook: 
Jessica.Evans@kingfisherinsurance.com
F1ngf1sher!

Sabacus...                        ","

                                Updated: 17 Oct, 2022,   12:19 UTC
                            
","
                                    kingfisherinsurance.com                                ",63a5947cd6a9bedb94915609
"
                            
                            Since our inception in 1993, Lenax Construction Services, Inc. (LENAX) has provided quality construction consulting services to a diverse range of engineering, design, construction firms, and public sector owners. We pride ourselves in maintaining a...                        ","

                                Updated: 17 Oct, 2022,   02:50 UTC
                            
","
                                    lenax.com                                ",63a5947dd6a9bedb9491560a
"
                            
                            Stolen: 86 GB, folder with passports, there are several confidential files, accounting, marketing, and more



The Kangaroo Group was proudly established in 2003 by two young and enthusiastic Vietnamese entrepreneurs. Throughout 18 years, busines...                        ","

                                Updated: 17 Oct, 2022,   02:46 UTC
                            
","
                                    kangaroo.vn                                ",63a5947dd6a9bedb9491560b
"
                            
                            Your partner in accounting, taxation and advice
Our accountants and advisors help you with personal and professional growth and work on the well-being and future goals of your company.                        ","

                                Updated: 17 Oct, 2022,   02:45 UTC
                            
","
                                    monnensenpartners.be                                ",63a5947dd6a9bedb9491560c
"
                            
                            VS Associates, Inc. helps you build your own roadmap to a more secure financial future with clear, easy to understand explanations of financial products and services.
The number of investment options, financial products, and services available in th...                        ","

                                Updated: 17 Oct, 2022,   02:40 UTC
                            
","
                                    vsainc.com                                ",63a5947dd6a9bedb9491560d
"
                            
                            Kilvington is an independent, coeducational Baptist school in Melbourne with a strong sense of community and a rich history, offering comprehensive education from Early Learning to VCE.                        ","

                                Updated: 17 Oct, 2022,   02:31 UTC
                            
","
                                    kilvington.vic.edu.au                                ",63a5947dd6a9bedb9491560e
"
                            
                            Finnco-altec is a company that operates in the Packaging and Containers industry. It employs 21-50 people.                        ","

                                Updated: 17 Oct, 2022,   02:30 UTC
                            
","
                                    finnco.eu                                ",63a5947dd6a9bedb9491560f
"
                            
                            Axel Höer Architekten is a construction firm. They offer architectural and civil engineering                        ","

                                Updated: 17 Oct, 2022,   02:26 UTC
                            
","
                                    ah-a.de                                ",63a5947dd6a9bedb94915610
"
                            
                            1 part data.
Headquartered in Boston, Commonwealth Care Alliance® (CCA) is a not-for-profit integrated care system influencing innovative models of complex care across the country. Mission-driven and person-centered, CCA singularly focuses on sustai...                        ","

                                Updated: 17 Oct, 2022,   02:18 UTC
                            
","
                                    vitalityhp.net                                ",63a5947dd6a9bedb94915611
"
                            
                            It is a company that conducts consulting on waste disposal and environmental conservation of general and industrial waste. In addition, we provide guidance on the maintenance and management of waste disposal facilities, and various consulting service...                        ","

                                Updated: 17 Oct, 2022,   02:14 UTC
                            
","
                                    cenviro.com                                ",63a5947dd6a9bedb94915612
"
                            
                            In the Church of St. As a parish, we recognize that we have a duty to offer parishioners a way to receive God's unconditional love and to enrich and awaken their feelings.                        ","

                                Updated: 17 Oct, 2022,   01:38 UTC
                            
","
                                    stjohnvianney.org                                ",63a5947dd6a9bedb94915613
"
                            
                            The Sunshine Coast Regional District (SCRD) is the regional government serving the residents of the Sunshine Coast. Formed in 1967, the SCRD is one of 27 regional districts that were designed to establish a partnership between electoral areas and mem...                        ","

                                Updated: 17 Oct, 2022,   01:18 UTC
                            
","
                                    scrd.ca                                ",63a5947dd6a9bedb94915614
"
                            
                            Un gruppo di professionisti per progettare con te il tuo Sistema Informativo. L'evoluzione dell'impresa e dei suoi professionisti è stata nell'acquisire esperienze e capacità per accompagnare i clienti nella progettazione e realizzazione delle loro t...                        ","

                                Updated: 17 Oct, 2022,   00:59 UTC
                            
","
                                    software-line.it                                ",63a5947dd6a9bedb94915615
"
                            
                            Who is HME Technologies
HME Technologies, established in 1977, is today a leading OEM contract manufacturer in this region. We specialized in the Oil & Gas Equipment and Process EquipmRead More

Headquarters
Headquarters:

23 Pioneer Cres, Sing...                        ","

                                Updated: 13 Oct, 2022,   01:09 UTC
                            
","
                                    hmets.com                                ",63a5947dd6a9bedb94915616
"
                            
                            Since 1983, American Tile & Stone has been providing exceptional flooring, tile and stone installation throughout Northern California                        ","

                                Updated: 13 Oct, 2022,   01:06 UTC
                            
","
                                    americantilestone.com                                ",63a5947dd6a9bedb94915617
"
                            
                            El Grupo AccionPlus es la holding colombiana líder en la prestación de soluciones de outsourcing y de suministro de personal basadas en talento humano.                        ","

                                Updated: 13 Oct, 2022,   01:05 UTC
                            
","
                                    accionplus.com                                ",63a5947dd6a9bedb94915618
"
                            
                            O upMiner é uma plataforma utilizada por empresas de todos os tipos para agilizar a coleta de informações sobre pessoas físicas e jurídicas.                        ","

                                Updated: 13 Oct, 2022,   00:56 UTC
                            
","
                                    uplexis.com.br                                ",63a5947dd6a9bedb94915619
"
                            
                            Over the past 40 years, Porcelanosa has evolved from a small tile company to a global manufacturer and distributor for design solutions. With 30 showrooms in the United States and Canada, Porcelanosa is a luxury lifestyle brand that will make your ne...                        ","

                                Updated: 13 Oct, 2022,   00:37 UTC
                            
","
                                    porcelanosa-usa.com                                ",63a5947dd6a9bedb9491561a
"
                            
                            Connectivity Point Design and installation is a company that installs and provides structured cabling, audiovisual, sound masking, security, wireless networks                        ","

                                Updated: 13 Oct, 2022,   00:30 UTC
                            
","
                                    connectvitypoint.com                                ",63a5947dd6a9bedb9491561b
"
                            
                            Accident Repair Management service
Our Accident Repair Management service delivers centrally managed bespoke solutions which are ideal for fleets, leasing, rental and insurance companies. These services are offered through our carefully selected nat...                        ","

                                Updated: 12 Oct, 2022,   23:41 UTC
                            
","
                                    armassist.ie                                ",63a5947dd6a9bedb9491561c
"
                            
                            Versma Management Services provides a full suite of customisable, end-to-end business processing services, which are tailored to each of our broker clients.

Our model provides brokers access to an expansive network of the best insurers, underwriti...                        ","

                                Updated: 12 Oct, 2022,   23:40 UTC
                            
","
                                    versma.com                                ",63a5947dd6a9bedb9491561d
"
","

                                Updated: 12 Oct, 2022,   01:35 UTC
                            
","
                                    precision.com                                ",63a5947dd6a9bedb9491561e
"
                            
                            peak. com. hk

Peak is an industry leader in engineered plastics and packaging for high value-add products in industries such as semiconductors, precision mechanical components, and solutions for the laboratory, and consumer markets. With offices i...                        ","

                                Updated: 12 Oct, 2022,   01:31 UTC
                            
","
                                    peakinternational.com                                ",63a5947ed6a9bedb9491561f
"
                            
                            Window Rock Unified School District is proud to be one of the finest School Districts on the Navajo Nation. Following our mission and vision statements, our team of more than 300 dedicated employees is providing quality education to students residing...                        ","

                                Updated: 12 Oct, 2022,   01:13 UTC
                            
","
                                    wrschool.net                                ",63a5947ed6a9bedb94915620
"
                            
                            We’ve seen our business grow rapidly since opening our first branch in York in 1992. We are now one of the leading estate and lettings agency networks with branches throughout the UK.

The last 25 years have given us invaluable experience during wh...                        ","

                                Updated: 12 Oct, 2022,   00:55 UTC
                            
","
                                    hunters.com                                ",63a5947ed6a9bedb94915621
